Site,Year,month,day,time,Temp,rH,VPD
CH,2017,11,21,2000,,74.3,0.15697046
CH,2017,11,21,2100,,77.3,0.13864706
CH,2017,11,21,2200,,75.2,0.15147344
CH,2017,11,21,2300,-8.1,75.5,0.081146251
CH,2017,11,22,0000,-7.6,70.1,0.102974622
CH,2017,11,22,0100,-7,73,0.097425405
CH,2017,11,22,0200,-6.9,78.1,0.079637402
CH,2017,11,22,0300,-7,81.6,0.06639361
CH,2017,11,22,0400,-7.1,80.3,0.070535412
CH,2017,11,22,0500,-7,82.1,0.064589435
CH,2017,11,22,0600,-6.8,78.8,0.077690941
CH,2017,11,22,0700,-7.4,76.6,0.081853375
CH,2017,11,22,0800,-7.6,78,0.07576728
CH,2017,11,22,0900,-8,76.1,0.079780656
CH,2017,11,22,1000,-8.8,81.1,0.059251382
CH,2017,11,22,1100,-8.7,81.8,0.05750777
CH,2017,11,22,1200,-9.8,86.8,0.038234767
CH,2017,11,22,1300,-9.8,83.1,0.048952088
CH,2017,11,22,1400,-9.9,82.4,0.050576075
CH,2017,11,22,1500,-9.4,80.9,0.0571078
CH,2017,11,22,1600,-10,84.1,0.045328822
CH,2017,11,22,1700,-9.5,58,0.124586666
CH,2017,11,22,1800,-9.2,55.6,0.134870023
CH,2017,11,22,1900,-10.3,68.7,0.087123977
CH,2017,11,22,2000,-8.5,61.6,0.123257737
CH,2017,11,22,2100,-7.5,56.4,0.151330984
CH,2017,11,22,2200,-6.5,51.2,0.183029581
CH,2017,11,22,2300,-6.3,59.4,0.154640792
CH,2017,11,23,0000,-5.8,53.4,0.184448044
CH,2017,11,23,0100,-5.9,57.6,0.166541251
CH,2017,11,23,0200,-5.7,53.7,0.184670865
CH,2017,11,23,0300,-6.5,56.1,0.164651611
CH,2017,11,23,0400,-6.6,53.3,0.173806353
CH,2017,11,23,0500,-6.7,59.8,0.148463322
CH,2017,11,23,0600,-7,60.2,0.143612264
CH,2017,11,23,0700,,56.8,0.26385696
CH,2017,11,23,0800,,48.9,0.31210858
CH,2017,11,23,0900,,52.5,0.2901205
CH,2017,11,23,1000,,56.8,0.26385696
CH,2017,11,23,1100,,64.1,0.21927002
CH,2017,11,23,1200,,61.5,0.2351503
CH,2017,11,23,1300,,79.7,0.12398834
CH,2017,11,23,1400,,78.2,0.13315004
CH,2017,11,23,1500,,78.7,0.13009614
CH,2017,11,23,1600,,78.5,0.1313177
CH,2017,11,23,1700,-14.1,76.8,0.047435211
CH,2017,11,23,1800,-14.5,80.8,0.037978799
CH,2017,11,23,1900,-13.1,76.1,0.053053658
CH,2017,11,23,2000,-10.9,72.6,0.07269295
CH,2017,11,23,2100,-8.8,68.4,0.099065803
CH,2017,11,23,2200,-8.7,75,0.07899419
CH,2017,11,23,2300,-7.9,80.2,0.066613034
CH,2017,11,24,0000,-6.9,77.9,0.080364684
CH,2017,11,24,0100,-6.5,76.5,0.088139245
CH,2017,11,24,0200,-6.1,74.7,0.097859587
CH,2017,11,24,0300,-5.8,67.9,0.127055412
CH,2017,11,24,0400,-5.4,68,0.130598345
CH,2017,11,24,0500,-6.2,63.6,0.139715083
CH,2017,11,24,0600,-6.3,65.1,0.132930139
CH,2017,11,24,0700,,64.1,0.21927002
CH,2017,11,24,0800,,75.4,0.15025188
CH,2017,11,24,0900,,70.4,0.18079088
CH,2017,11,24,1000,,70.9,0.17773698
CH,2017,11,24,1100,,80.9,0.11665898
CH,2017,11,24,1200,-10.7,84.7,0.041247358
CH,2017,11,24,1300,-12,80.9,0.04637187
CH,2017,11,24,1400,-12,74.3,0.062395658
CH,2017,11,24,1500,-11.6,69.2,0.077236656
CH,2017,11,24,1600,-8.7,49.4,0.15988424
CH,2017,11,24,1700,-7.8,49.6,0.170889699
CH,2017,11,24,1800,-7.3,46.9,0.18719388
CH,2017,11,24,1900,-7.2,41.4,0.208193974
CH,2017,11,24,2000,-4.5,28.4,0.312935869
CH,2017,11,24,2100,-5.6,47,0.213019619
CH,2017,11,24,2200,-2,24.6,0.397516403
CH,2017,11,24,2300,-2.2,42.6,0.298156916
CH,2017,11,25,0000,-2.7,41.5,0.292761061
CH,2017,11,25,0100,-2.4,53.1,0.2400181
CH,2017,11,25,0200,-2.6,45.4,0.275290222
CH,2017,11,25,0300,,47.2,0.32249184
CH,2017,11,25,0400,-2.6,61.5,0.1941149
CH,2017,11,25,0500,,56.2,0.26752164
CH,2017,11,25,0600,,63.8,0.22110236
CH,2017,11,25,0700,,61.1,0.23759342
CH,2017,11,25,0800,-5.6,65.7,0.137859867
CH,2017,11,25,0900,,65,0.213773
CH,2017,11,25,1000,,66.2,0.20644364
CH,2017,11,25,1100,,67.1,0.20094662
CH,2017,11,25,1200,,63.2,0.22476704
CH,2017,11,25,1300,,79.4,0.12582068
CH,2017,11,25,1400,,78.2,0.13315004
CH,2017,11,25,1500,,82,0.1099404
CH,2017,11,25,1600,,87.2,0.07817984
CH,2017,11,25,1700,,87.6,0.07573672
CH,2017,11,25,1800,,85.5,0.0885631
CH,2017,11,25,1900,,84.7,0.09344934
CH,2017,11,25,2000,,82.3,0.10810806
CH,2017,11,25,2100,,82.7,0.10566494
CH,2017,11,25,2200,,79.2,0.12704224
CH,2017,11,25,2300,-5.2,80.5,0.080808056
CH,2017,11,26,0000,-3.7,71.9,0.130467433
CH,2017,11,26,0100,-3,70,0.146804641
CH,2017,11,26,0200,-3.8,67.1,0.151607254
CH,2017,11,26,0300,,60.4,0.24186888
CH,2017,11,26,0400,,58.3,0.25469526
CH,2017,11,26,0500,,50.8,0.30050376
CH,2017,11,26,0600,,46.4,0.32737808
CH,2017,11,26,0700,,51.1,0.29867142
CH,2017,11,26,0800,-5.5,49.7,0.203720696
CH,2017,11,26,0900,-6.3,46.3,0.204537205
CH,2017,11,26,1000,-7.3,60,0.141012339
CH,2017,11,26,1100,-8.6,66.7,0.106051008
CH,2017,11,26,1200,-7.9,48.9,0.171915457
CH,2017,11,26,1300,-8.5,50.5,0.158886927
CH,2017,11,26,1400,-8.8,57.3,0.133864234
CH,2017,11,26,1500,-8.2,49.8,0.164970299
CH,2017,11,26,1600,-8.5,50.9,0.157602992
CH,2017,11,26,1700,-9.6,63.8,0.106533941
CH,2017,11,26,1800,-10,65,0.099780425
CH,2017,11,26,1900,-10.7,59.7,0.108645003
CH,2017,11,26,2000,,43.5,0.3450907
CH,2017,11,26,2100,,45.9,0.33043198
CH,2017,11,26,2200,-4.5,51.1,0.213722961
CH,2017,11,26,2300,,44.5,0.3389829
CH,2017,11,27,0000,-18.2,44.7,0.080074159
CH,2017,11,27,0100,-18.4,47.8,0.074298928
CH,2017,11,27,0200,-18.6,52.3,0.066736186
CH,2017,11,27,0300,-18.6,45.8,0.075830216
CH,2017,11,27,0400,-16.5,43.2,0.095045536
CH,2017,11,27,0500,-15.2,48.3,0.096483199
CH,2017,11,27,0600,-14.9,50.9,0.093949873
CH,2017,11,27,0700,-13.9,54.5,0.094578211
CH,2017,11,27,0800,-13.3,52.9,0.102854497
CH,2017,11,27,0900,-13.4,51,0.106129495
CH,2017,11,27,1000,,69.1,0.18873102
CH,2017,11,27,1100,,75.6,0.14903032
CH,2017,11,27,1200,,76.5,0.1435333
CH,2017,11,27,1300,,75.5,0.1496411
CH,2017,11,27,1400,,82.5,0.1068865
CH,2017,11,27,1500,,85.6,0.08795232
CH,2017,11,27,1600,,87.9,0.07390438
CH,2017,11,27,1700,,86.3,0.08367686
CH,2017,11,27,1800,,84.9,0.09222778
CH,2017,11,27,1900,,68.1,0.19483882
CH,2017,11,27,2000,,68.5,0.1923957
CH,2017,11,27,2100,,74.5,0.1557489
CH,2017,11,27,2200,,64.8,0.21499456
CH,2017,11,27,2300,,61.5,0.2351503
CH,2017,11,28,0000,-14.7,66.3,0.065563756
CH,2017,11,28,0100,-12.3,61.2,0.091935046
CH,2017,11,28,0200,-12.8,59.7,0.091679229
CH,2017,11,28,0300,-12.7,63.9,0.082797303
CH,2017,11,28,0400,-12.6,61.8,0.088330814
CH,2017,11,28,0500,-12.5,65.6,0.080194392
CH,2017,11,28,0600,-12.4,71.4,0.067217923
CH,2017,11,28,0700,-12.2,75.4,0.058764035
CH,2017,11,28,0800,-12.2,70.2,0.071185701
CH,2017,11,28,0900,-12.6,72.6,0.063357704
CH,2017,11,28,1000,-12.6,70.2,0.068907284
CH,2017,11,28,1100,-12.6,84.4,0.03607227
CH,2017,11,28,1200,-12.2,76.6,0.055897497
CH,2017,11,28,1300,-13.4,80.3,0.042668389
CH,2017,11,28,1400,-12.7,76.2,0.054586587
CH,2017,11,28,1500,-12.5,69.2,0.071801956
CH,2017,11,28,1600,-13.6,79,0.04474298
CH,2017,11,28,1700,-13.5,76.4,0.050697487
CH,2017,11,28,1800,-13.2,77.6,0.049318463
CH,2017,11,28,1900,-16.4,76.2,0.040162882
CH,2017,11,28,2000,-12,79.2,0.05049921
CH,2017,11,28,2100,-9.2,69.1,0.093862246
CH,2017,11,28,2200,-10.1,68.1,0.090221441
CH,2017,11,28,2300,-8.4,73.6,0.085407551
CH,2017,11,29,0000,-8.1,68.3,0.104993313
CH,2017,11,29,0100,-8.1,60.2,0.131821257
CH,2017,11,29,0200,-8.7,67.8,0.101744516
CH,2017,11,29,0300,-8.5,66.9,0.106245601
CH,2017,11,29,0400,-9,63.9,0.11140325
CH,2017,11,29,0500,-8.4,59.4,0.131346461
CH,2017,11,29,0600,-8.8,57.5,0.133237235
CH,2017,11,29,0700,-9.3,61.8,0.115123014
CH,2017,11,29,0800,,66.6,0.20400052
CH,2017,11,29,0900,,68.8,0.19056336
CH,2017,11,29,1000,,69,0.1893418
CH,2017,11,29,1100,,83.4,0.10138948
CH,2017,11,29,1200,,84,0.0977248
CH,2017,11,29,1300,,87.9,0.07390438
CH,2017,11,29,1400,,78.4,0.13192848
CH,2017,11,29,1500,,84,0.0977248
CH,2017,11,29,1600,,72.4,0.16857528
CH,2017,11,29,1700,,57.8,0.25774916
CH,2017,11,29,1800,-10.1,65,0.098989042
CH,2017,11,29,1900,-12.5,76.9,0.053851467
CH,2017,11,29,2000,,52.3,0.29134206
CH,2017,11,29,2100,-11.8,,0.246747815
CH,2017,11,29,2200,-10.4,47.1,0.146076891
CH,2017,11,29,2300,-7.8,46.2,0.182417973
CH,2017,11,30,0000,-6.9,58.4,0.1512747
CH,2017,11,30,0100,,53.4,0.28462348
CH,2017,11,30,0200,,56.7,0.26446774
CH,2017,11,30,0300,,46,0.3298212
CH,2017,11,30,0400,,39.8,0.36768956
CH,2017,11,30,0500,,43.8,0.34325836
CH,2017,11,30,0600,,46.1,0.32921042
CH,2017,11,30,0700,,57,0.2626354
CH,2017,11,30,0800,,51.2,0.29806064
CH,2017,11,30,0900,,61.6,0.23453952
CH,2017,11,30,1000,-18.6,61.5,0.053864637
CH,2017,11,30,1100,-16.7,63.4,0.060217859
CH,2017,11,30,1200,-15.3,70.2,0.055150944
CH,2017,11,30,1300,-14.5,78.4,0.042726149
CH,2017,11,30,1400,-15.3,75.9,0.044601938
CH,2017,11,30,1500,-14.1,42.6,0.117361254
CH,2017,11,30,1600,-14.6,75.7,0.047669969
CH,2017,11,30,1700,-14.7,78.3,0.042217611
CH,2017,11,30,1800,,76.7,0.14231174
CH,2017,11,30,1900,,68.2,0.19422804
CH,2017,11,30,2000,,57.2,0.26141384
CH,2017,11,30,2100,,54.6,0.27729412
CH,2017,11,30,2200,,59,0.2504198
CH,2017,11,30,2300,,60.4,0.24186888
CH,2017,12,1,0000,,66.8,0.20277896
CH,2017,12,1,0100,,65.4,0.21132988
CH,2017,12,1,0200,,64.3,0.21804846
CH,2017,12,1,0300,,67.7,0.19728194
CH,2017,12,1,0400,-16,71,0.050613972
CH,2017,12,1,0500,-15.3,63.1,0.068290935
CH,2017,12,1,0600,-15.3,58.6,0.076619097
CH,2017,12,1,0700,-15.3,60.7,0.072732621
CH,2017,12,1,0800,-14.6,61.2,0.076115013
CH,2017,12,1,0900,-14.5,64,0.071210248
CH,2017,12,1,1000,-14,58.1,0.086379746
CH,2017,12,1,1100,-13.6,50.4,0.105678657
CH,2017,12,1,1200,-13.4,63.4,0.079272235
CH,2017,12,1,1300,-13.5,63.1,0.079268528
CH,2017,12,1,1400,-13.4,75.9,0.052198384
CH,2017,12,1,1500,-13.1,70.8,0.064818695
CH,2017,12,1,1600,-13,74.2,0.057741736
CH,2017,12,1,1700,-13.6,73.1,0.057313626
CH,2017,12,1,1800,-13.3,70.8,0.063765421
CH,2017,12,1,1900,-14.6,65.7,0.067287241
CH,2017,12,1,2000,-15.8,65.8,0.06070028
CH,2017,12,1,2100,-14.1,65.3,0.070948354
CH,2017,12,1,2200,-13.6,66.4,0.071588767
CH,2017,12,1,2300,-13.1,67.9,0.071256168
CH,2017,12,2,0000,-14.3,64.3,0.071796153
CH,2017,12,2,0100,-14.4,62.1,0.075592259
CH,2017,12,2,0200,-14.5,64,0.071210248
CH,2017,12,2,0300,-13.7,65.2,0.073538166
CH,2017,12,2,0400,-13.4,64.8,0.076239964
CH,2017,12,2,0500,-13.6,60.3,0.084585538
CH,2017,12,2,0600,-14.4,63.1,0.07359774
CH,2017,12,2,0700,-13.9,63.2,0.076494026
CH,2017,12,2,0800,-13.7,62.7,0.07882108
CH,2017,12,2,0900,-13.4,71.2,0.062378152
CH,2017,12,2,1000,-13.2,65.7,0.075518897
CH,2017,12,2,1100,-13.4,79.5,0.044401115
CH,2017,12,2,1200,-12.3,79.9,0.047626145
CH,2017,12,2,1300,-12.9,81.9,0.040841172
CH,2017,12,2,1400,-12.7,82.1,0.041054618
CH,2017,12,2,1500,-12.3,79.7,0.048100037
CH,2017,12,2,1600,-12.2,78.8,0.050642177
CH,2017,12,2,1700,-12.1,82.5,0.042144268
CH,2017,12,2,1800,-11.6,71.2,0.072221289
CH,2017,12,2,1900,-16.4,69,0.052312998
CH,2017,12,2,2000,-18.5,67,0.046568602
CH,2017,12,2,2100,-17,66.8,0.053253508
CH,2017,12,2,2200,-14.5,63.4,0.072397085
CH,2017,12,2,2300,-11.4,59.2,0.103977588
CH,2017,12,3,0000,,45.5,0.3328751
CH,2017,12,3,0100,,44.6,0.33837212
CH,2017,12,3,0200,,49.8,0.30661156
CH,2017,12,3,0300,-19.3,54.4,0.060056043
CH,2017,12,3,0400,-17.4,59.3,0.063102261
CH,2017,12,3,0500,-18.5,66.8,0.046850836
CH,2017,12,3,0600,-19.7,73.7,0.033455693
CH,2017,12,3,0700,-19.2,74.2,0.034274585
CH,2017,12,3,0800,-18.8,66.3,0.046343624
CH,2017,12,3,0900,-17.8,75.4,0.036861366
CH,2017,12,3,1000,-17.4,72.4,0.042791706
CH,2017,12,3,1100,-16.5,84.2,0.026438723
CH,2017,12,3,1200,-17,81.4,0.029834797
CH,2017,12,3,1300,-15.6,82.9,0.030863098
CH,2017,12,3,1400,-14.9,77.2,0.043626418
CH,2017,12,3,1500,-15.7,84.1,0.028457896
CH,2017,12,3,1600,,88.5,0.0702397
CH,2017,12,3,1700,,87.9,0.07390438
CH,2017,12,3,1800,,86,0.0855092
CH,2017,12,3,1900,-19.2,83.5,0.021919793
CH,2017,12,3,2000,-21.5,82.2,0.019336742
CH,2017,12,3,2100,-22.5,74.9,0.024948784
CH,2017,12,3,2200,-21.4,69.2,0.033756144
CH,2017,12,3,2300,-19.6,60.4,0.050814088
CH,2017,12,4,0000,-19.4,56.2,0.057187597
CH,2017,12,4,0100,-20.3,65,0.042253259
CH,2017,12,4,0200,-19.7,64.8,0.044777202
CH,2017,12,4,0300,-20.6,67.3,0.038453067
CH,2017,12,4,0400,-20.8,66.7,0.03847722
CH,2017,12,4,0500,-21.3,69.7,0.033502711
CH,2017,12,4,0600,-19.1,68.8,0.041808465
CH,2017,12,4,0700,-19.9,71.8,0.035253602
CH,2017,12,4,0800,-19.5,69,0.040125624
CH,2017,12,4,0900,-18.3,69.4,0.043930162
CH,2017,12,4,1000,-17.3,73.2,0.041906397
CH,2017,12,4,1100,-16.7,73.5,0.043600362
CH,2017,12,4,1200,-16.1,75.6,0.042229034
CH,2017,12,4,1300,-15.6,77.6,0.040428853
CH,2017,12,4,1400,-15.5,75.8,0.044044652
CH,2017,12,4,1500,-15.6,79,0.03790205
CH,2017,12,4,1600,-15.6,81.4,0.033570387
CH,2017,12,4,1700,-16,75.1,0.043458203
CH,2017,12,4,1800,-16.3,79.7,0.034546584
CH,2017,12,4,1900,-16.4,77.7,0.037631608
CH,2017,12,4,2000,-17,82.1,0.028711982
CH,2017,12,4,2100,-17.5,86.9,0.020138327
CH,2017,12,4,2200,-17.4,89.6,0.016124411
CH,2017,12,4,2300,-19,83.9,0.021761516
CH,2017,12,5,0000,-18.9,80.2,0.026994707
CH,2017,12,5,0100,-17.9,73.8,0.03892472
CH,2017,12,5,0200,-19.2,73.8,0.034805974
CH,2017,12,5,0300,-18.7,75.4,0.034122308
CH,2017,12,5,0400,-18.5,75.9,0.034009191
CH,2017,12,5,0500,-17.1,79.6,0.032445577
CH,2017,12,5,0600,-16.5,77.1,0.038319415
CH,2017,12,5,0700,-17.1,72.7,0.043419816
CH,2017,12,5,0800,-16.3,87,0.022123428
CH,2017,12,5,0900,-15.6,86.9,0.02364366
CH,2017,12,5,1000,-14.2,86.7,0.026969704
CH,2017,12,5,1100,-13.5,81.6,0.039526854
CH,2017,12,5,1200,-13.5,80.6,0.041675053
CH,2017,12,5,1300,-13.4,78.3,0.047000205
CH,2017,12,5,1400,-13,79.2,0.046551477
CH,2017,12,5,1500,-13.1,86.1,0.030855475
CH,2017,12,5,1600,-13.5,84.6,0.033082258
CH,2017,12,5,1700,-13.2,62.5,0.082564391
CH,2017,12,5,1800,-13.6,64,0.076702251
CH,2017,12,5,1900,-17.3,57.8,0.065986938
CH,2017,12,5,2000,-19.5,58.3,0.053975436
CH,2017,12,5,2100,-19.6,65.6,0.044141531
CH,2017,12,5,2200,-17.7,69.9,0.045489535
CH,2017,12,5,2300,-17.3,71.4,0.044721005
CH,2017,12,6,0000,-17.4,71.2,0.044652214
CH,2017,12,6,0100,-17.3,71.4,0.044721005
CH,2017,12,6,0200,-17,73.3,0.042827369
CH,2017,12,6,0300,-16.9,75.9,0.038985993
CH,2017,12,6,0400,-16.5,77.1,0.038319415
CH,2017,12,6,0500,-15.2,74.2,0.048148289
CH,2017,12,6,0600,-14,77.2,0.047003776
CH,2017,12,6,0700,-13.7,76,0.050715976
CH,2017,12,6,0800,-14.1,74.6,0.051933377
CH,2017,12,6,0900,-12.7,75.9,0.055274654
CH,2017,12,6,1000,-12.1,74.7,0.06092857
CH,2017,12,6,1100,-11.5,75.5,0.061936095
CH,2017,12,6,1200,-11.6,80.7,0.048398294
CH,2017,12,6,1300,-11.7,80.1,0.049501423
CH,2017,12,6,1400,-11.8,79.2,0.051323546
CH,2017,12,6,1500,-11.9,80.5,0.047728026
CH,2017,12,6,1600,-12.5,86.3,0.031937883
CH,2017,12,6,1700,-12.3,85.2,0.035068007
CH,2017,12,6,1800,-12.1,80.8,0.046238282
CH,2017,12,6,1900,-11.7,78.4,0.053730188
CH,2017,12,6,2000,-11.6,79.4,0.051658283
CH,2017,12,6,2100,-11.7,80.7,0.048008918
CH,2017,12,6,2200,-11,83.8,0.042635423
CH,2017,12,6,2300,-12,83.9,0.039088331
CH,2017,12,7,0000,-11.2,82.3,0.045840263
CH,2017,12,7,0100,-11.5,75.5,0.061936095
CH,2017,12,7,0200,-11.1,77.4,0.059003082
CH,2017,12,7,0300,-10.1,74.4,0.072403414
CH,2017,12,7,0400,-9.7,72,0.081750711
CH,2017,12,7,0500,-9.5,72.8,0.080684698
CH,2017,12,7,0600,-10.1,85.7,0.040444094
CH,2017,12,7,0700,-10.1,88.4,0.032807797
CH,2017,12,7,0800,-10,88.4,0.033070084
CH,2017,12,7,0900,-9.8,85.9,0.040841683
CH,2017,12,7,1000,-9.4,80.6,0.058004781
CH,2017,12,7,1100,-9.5,79.7,0.060216889
CH,2017,12,7,1200,-9.4,79,0.062788681
CH,2017,12,7,1300,-9.4,76.9,0.069067549
CH,2017,12,7,1400,-9.5,75,0.07415873
CH,2017,12,7,1500,-11.1,84.7,0.039944565
CH,2017,12,7,1600,-10.7,85.1,0.040168996
CH,2017,12,7,1700,-10.3,85.2,0.041196002
CH,2017,12,7,1800,-9.9,84,0.04597825
CH,2017,12,7,1900,-9.5,84.2,0.046868317
CH,2017,12,7,2000,-9.9,83.8,0.046552978
CH,2017,12,7,2100,-9.9,86.4,0.039081512
CH,2017,12,7,2200,-9.8,85.1,0.043158942
CH,2017,12,7,2300,-9.6,89.1,0.032077899
CH,2017,12,8,0000,-8.2,82,0.059152697
CH,2017,12,8,0100,-8.1,81.3,0.061936118
CH,2017,12,8,0200,-9.2,87.4,0.038273926
CH,2017,12,8,0300,,72.7,0.16674294
CH,2017,12,8,0400,-11.4,75,0.063711757
CH,2017,12,8,0500,-11.9,79.2,0.050909895
CH,2017,12,8,0600,-9.6,79.7,0.059741409
CH,2017,12,8,0700,-9,75.5,0.075606084
CH,2017,12,8,0800,-8.6,75.7,0.077388573
CH,2017,12,8,0900,-9.8,86.6,0.038814082
CH,2017,12,8,1000,-9.8,82.4,0.050979689
CH,2017,12,8,1100,-11.3,92.8,0.018497404
CH,2017,12,8,1200,-11.4,94,0.015290822
CH,2017,12,8,1300,-12.5,92.5,0.017484242
CH,2017,12,8,1400,-12.5,87.9,0.028207911
CH,2017,12,8,1500,-12.5,92.8,0.016784873
CH,2017,12,8,1600,-11.1,91.4,0.0224525
CH,2017,12,8,1700,-10.6,82.6,0.047285804
CH,2017,12,8,1800,,,0.61078
CH,2017,12,8,1900,-9.3,69.1,0.093123067
CH,2017,12,8,2000,-9.4,76.6,0.06996453
CH,2017,12,8,2100,-9.2,77.6,0.068042534
CH,2017,12,8,2200,-8.7,72.5,0.086893609
CH,2017,12,8,2300,-8.4,72.8,0.087995659
CH,2017,12,9,0000,-8.5,69,0.099504944
CH,2017,12,9,0100,-8.4,70.7,0.094789441
CH,2017,12,9,0200,-8.6,66.5,0.106687951
CH,2017,12,9,0300,-8.4,72.7,0.088319172
CH,2017,12,9,0400,-8.2,71.4,0.093987063
CH,2017,12,9,0500,-8.6,76.1,0.076114687
CH,2017,12,9,0600,-8.3,79.9,0.065538238
CH,2017,12,9,0700,-8.4,81.6,0.059526475
CH,2017,12,9,0800,-8.4,84.6,0.049821071
CH,2017,12,9,0900,-8.8,86,0.043889913
CH,2017,12,9,1000,-8.8,88.7,0.03542543
CH,2017,12,9,1100,-8.8,88.6,0.035738929
CH,2017,12,9,1200,-8.9,89.9,0.031414964
CH,2017,12,9,1300,-9.2,90.6,0.028553563
CH,2017,12,9,1400,-9.5,89.7,0.030553397
CH,2017,12,9,1500,-10.4,92.3,0.02126261
CH,2017,12,9,1600,-10.1,90.3,0.027434106
CH,2017,12,9,1700,-10.3,93,0.019484595
CH,2017,12,9,1800,-9.2,86.8,0.040096493
CH,2017,12,9,1900,-9.7,78.2,0.063648768
CH,2017,12,9,2000,-9.5,81.8,0.053987555
CH,2017,12,9,2100,-8.9,75.5,0.076204615
CH,2017,12,9,2200,-6.6,73.9,0.097138026
CH,2017,12,9,2300,-6.5,63.1,0.138397368
CH,2017,12,10,0000,-6,60.9,0.152404444
CH,2017,12,10,0100,-6.1,70,0.116039035
CH,2017,12,10,0200,-5.5,66,0.13770385
CH,2017,12,10,0300,-6.5,67.9,0.120394458
CH,2017,12,10,0400,-6,66.7,0.129797135
CH,2017,12,10,0500,-6.3,63.9,0.137500803
CH,2017,12,10,0600,-6.8,67.3,0.119834612
CH,2017,12,10,0700,-6.7,65.7,0.126673929
CH,2017,12,10,0800,-6.5,60.4,0.148524004
CH,2017,12,10,0900,-6.8,61.7,0.140356748
CH,2017,12,10,1000,-8.5,66.4,0.10785052
CH,2017,12,10,1100,-8.4,66.6,0.108053493
CH,2017,12,10,1200,-7.1,48.9,0.182962414
CH,2017,12,10,1300,-6.8,36.1,0.234172224
CH,2017,12,10,1400,-8.2,52.4,0.15642602
CH,2017,12,10,1500,-7.7,47,0.181112968
CH,2017,12,10,1600,-8,57.3,0.142536988
CH,2017,12,10,1700,-8.2,53.9,0.151496629
CH,2017,12,10,1800,-8.3,64,0.117381918
CH,2017,12,10,1900,-8.4,63.9,0.116788356
CH,2017,12,10,2000,-8.3,72,0.091297047
CH,2017,12,10,2100,-8.2,69.1,0.101545463
CH,2017,12,10,2200,-7.7,66.4,0.114818787
CH,2017,12,10,2300,-7.6,58.6,0.142580245
CH,2017,12,11,0000,-7.8,68.7,0.106127928
CH,2017,12,11,0100,-7.1,54,0.164701978
CH,2017,12,11,0200,-7.4,56.9,0.150764123
CH,2017,12,11,0300,-7.4,64,0.12592827
CH,2017,12,11,0400,-7.4,62,0.132924285
CH,2017,12,11,0500,-7.3,64.8,0.124090858
CH,2017,12,11,0600,-7.1,59.8,0.143935206
CH,2017,12,11,0700,-7.9,71.7,0.095209539
CH,2017,12,11,0800,-7.4,67.3,0.114384845
CH,2017,12,11,0900,-6.9,59.9,0.145820083
CH,2017,12,11,1000,-8.4,77.4,0.07311404
CH,2017,12,11,1100,-8.3,75.8,0.078906734
CH,2017,12,11,1200,-8.5,59.8,0.129035444
CH,2017,12,11,1300,-9.5,78.7,0.063183238
CH,2017,12,11,1400,-9,79.4,0.06357083
CH,2017,12,11,1500,-9.8,79,0.060828038
CH,2017,12,11,1600,-9.2,81.6,0.055892082
CH,2017,12,11,1700,-9.2,83.8,0.049209333
CH,2017,12,11,1800,,,0.61078
CH,2017,12,11,1900,-8.8,79.9,0.063013375
CH,2017,12,11,2000,-8.7,87,0.041076979
CH,2017,12,11,2100,-8,82.1,0.059752039
CH,2017,12,11,2200,-8,86.3,0.045732008
CH,2017,12,11,2300,-8.1,91.6,0.027821572
CH,2017,12,12,0000,-7.4,90.2,0.034280473
CH,2017,12,12,0100,-6.9,85.6,0.052364319
CH,2017,12,12,0200,-6.7,84.3,0.057981944
CH,2017,12,12,0300,-6,71.2,0.112256982
CH,2017,12,12,0400,-5.8,69.3,0.121514055
CH,2017,12,12,0500,-5.8,61.6,0.151991521
CH,2017,12,12,0600,-5.9,58,0.164970107
CH,2017,12,12,0700,-6.3,58.6,0.157687901
CH,2017,12,12,0800,-6.6,55,0.167479355
CH,2017,12,12,0900,-7.2,58.1,0.148862244
CH,2017,12,12,1000,-6.8,46.5,0.196059687
CH,2017,12,12,1100,-7,53.5,0.167788198
CH,2017,12,12,1200,-8.4,71.1,0.093495387
CH,2017,12,12,1300,-8.3,66.4,0.109556457
CH,2017,12,12,1400,-8,58.1,0.139866506
CH,2017,12,12,1500,-7.3,53.6,0.163574313
CH,2017,12,12,1600,-8.3,67,0.107600092
CH,2017,12,12,1700,-6.5,41.4,0.219785521
CH,2017,12,12,1800,-6.4,48.2,0.195785704
CH,2017,12,12,1900,-8.4,77.7,0.0721435
CH,2017,12,12,2000,-5.7,34.5,0.26125144
CH,2017,12,12,2100,-7.3,72.4,0.097298514
CH,2017,12,12,2200,-7.8,33.7,0.224801331
CH,2017,12,12,2300,,34.7,0.39883934
CH,2017,12,13,0000,,38.2,0.37746204
CH,2017,12,13,0100,,42.1,0.35364162
CH,2017,12,13,0200,-4.3,30.9,0.306620276
CH,2017,12,13,0300,-0.9,38.7,0.350530153
CH,2017,12,13,0400,-8.6,48.1,0.165286706
CH,2017,12,13,0500,-4.4,41.4,0.258066494
CH,2017,12,13,0600,-6.7,37.2,0.231927776
CH,2017,12,13,0700,-9.5,67.6,0.096109714
CH,2017,12,13,0800,-10.6,76.1,0.064950041
CH,2017,12,13,0900,-10.1,47.8,0.147635086
CH,2017,12,13,1000,-10.9,55.6,0.117794415
CH,2017,12,13,1100,-4.1,48.3,0.232906937
